interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,location_type,lmp
2023-05-31T19:00:00-05:00,2023-06-01T00:00:00+00:00,2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,AEC,Settlement Location,33.6497
2023-05-31T19:00:00-05:00,2023-06-01T00:00:00+00:00,2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,AECC_CSWS,Settlement Location,32.3578
2023-05-31T19:00:00-05:00,2023-06-01T00:00:00+00:00,2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,AECC_ELKINS,Settlement Location,30.1329
2023-05-31T19:00:00-05:00,2023-06-01T00:00:00+00:00,2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,AECC_FITZHUGH,Settlement Location,31.8209
2023-05-31T19:00:00-05:00,2023-06-01T00:00:00+00:00,2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,AECC_FLTCREEK,Settlement Location,29.7026
2023-05-31T19:00:00-05:00,2023-06-01T00:00:00+00:00,2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,AECC_FULTON,Settlement Location,35.4943
2023-05-31T19:00:00-05:00,2023-06-01T00:00:00+00:00,2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,AECC_HYDRO13,Settlement Location,31.0767
2023-05-31T19:00:00-05:00,2023-06-01T00:00:00+00:00,2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,AECC_JWTURK,Settlement Location,35.5952
2023-05-31T19:00:00-05:00,2023-06-01T00:00:00+00:00,2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,AEPM_CSWS,Settlement Location,32.7897
2023-05-31T19:00:00-05:00,2023-06-01T00:00:00+00:00,2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,ANTELOPE,Settlement Location,17.5636
2023-05-31T19:00:00-05:00,2023-06-01T00:00:00+00:00,2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,BBA,Settlement Location,33.5271
2023-05-31T19:00:00-05:00,2023-06-01T00:00:00+00:00,2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,BCA,Settlement Location,33.5271
2023-05-31T19:00:00-05:00,2023-06-01T00:00:00+00:00,2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,BEPM_RM_NPPD,Settlement Location,32.8371
2023-05-31T19:00:00-05:00,2023-06-01T00:00:00+00:00,2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,BEPM_TS_NPPD,Settlement Location,20.4181
2023-05-31T19:00:00-05:00,2023-06-01T00:00:00+00:00,2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,BLUECANYON2,Settlement Location,25.6627
2023-05-31T19:00:00-05:00,2023-06-01T00:00:00+00:00,2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,BLUECANYON5,Settlement Location,29.159
