interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,lmp
2023-12-31T16:00:00-08:00,2024-01-01T00:00:00+00:00,2023-12-31T16:15:00-08:00,2024-01-01T00:15:00+00:00,TH_SP15_GEN-APND,44.08944
2023-12-31T16:15:00-08:00,2024-01-01T00:15:00+00:00,2023-12-31T16:30:00-08:00,2024-01-01T00:30:00+00:00,TH_SP15_GEN-APND,45.60872
2023-12-31T16:30:00-08:00,2024-01-01T00:30:00+00:00,2023-12-31T16:45:00-08:00,2024-01-01T00:45:00+00:00,TH_SP15_GEN-APND,50.57506
2023-12-31T16:45:00-08:00,2024-01-01T00:45:00+00:00,2023-12-31T17:00:00-08:00,2024-01-01T01:00:00+00:00,TH_SP15_GEN-APND,50.40902
2023-12-31T17:00:00-08:00,2024-01-01T01:00:00+00:00,2023-12-31T17:15:00-08:00,2024-01-01T01:15:00+00:00,TH_SP15_GEN-APND,48.72591
2023-12-31T17:15:00-08:00,2024-01-01T01:15:00+00:00,2023-12-31T17:30:00-08:00,2024-01-01T01:30:00+00:00,TH_SP15_GEN-APND,49.7801
2023-12-31T17:30:00-08:00,2024-01-01T01:30:00+00:00,2023-12-31T17:45:00-08:00,2024-01-01T01:45:00+00:00,TH_SP15_GEN-APND,50.36514
2023-12-31T17:45:00-08:00,2024-01-01T01:45:00+00:00,2023-12-31T18:00:00-08:00,2024-01-01T02:00:00+00:00,TH_SP15_GEN-APND,50.48934
