interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,location_type,lmp
2023-06-30T19:00:00-05:00,2023-07-01T00:00:00+00:00,2023-06-30T20:00:00-05:00,2023-07-01T01:00:00+00:00,AEC,Settlement Location,49.2694
2023-06-30T19:00:00-05:00,2023-07-01T00:00:00+00:00,2023-06-30T20:00:00-05:00,2023-07-01T01:00:00+00:00,AECC_CSWS,Settlement Location,50.1924
2023-06-30T19:00:00-05:00,2023-07-01T00:00:00+00:00,2023-06-30T20:00:00-05:00,2023-07-01T01:00:00+00:00,AECC_ELKINS,Settlement Location,49.5016
2023-06-30T19:00:00-05:00,2023-07-01T00:00:00+00:00,2023-06-30T20:00:00-05:00,2023-07-01T01:00:00+00:00,AECC_FITZHUGH,Settlement Location,44.9474
2023-06-30T19:00:00-05:00,2023-07-01T00:00:00+00:00,2023-06-30T20:00:00-05:00,2023-07-01T01:00:00+00:00,AECC_FLTCREEK,Settlement Location,50.8752
2023-06-30T19:00:00-05:00,2023-07-01T00:00:00+00:00,2023-06-30T20:00:00-05:00,2023-07-01T01:00:00+00:00,AECC_FULTON,Settlement Location,45.5356
2023-06-30T19:00:00-05:00,2023-07-01T00:00:00+00:00,2023-06-30T20:00:00-05:00,2023-07-01T01:00:00+00:00,AECC_HYDRO13,Settlement Location,48.9697
2023-06-30T19:00:00-05:00,2023-07-01T00:00:00+00:00,2023-06-30T20:00:00-05:00,2023-07-01T01:00:00+00:00,AECC_JWTURK,Settlement Location,44.4393
2023-06-30T19:00:00-05:00,2023-07-01T00:00:00+00:00,2023-06-30T20:00:00-05:00,2023-07-01T01:00:00+00:00,AECI,Interface,49.5457
2023-06-30T19:00:00-05:00,2023-07-01T00:00:00+00:00,2023-06-30T20:00:00-05:00,2023-07-01T01:00:00+00:00,AEPM_CSWS,Settlement Location,45.1639
2023-06-30T19:00:00-05:00,2023-07-01T00:00:00+00:00,2023-06-30T20:00:00-05:00,2023-07-01T01:00:00+00:00,ALTW,Interface,51.725
2023-06-30T19:00:00-05:00,2023-07-01T00:00:00+00:00,2023-06-30T20:00:00-05:00,2023-07-01T01:00:00+00:00,AMRN,Interface,51.725
2023-06-30T19:00:00-05:00,2023-07-01T00:00:00+00:00,2023-06-30T20:00:00-05:00,2023-07-01T01:00:00+00:00,ANTELOPE,Settlement Location,33.6489
2023-06-30T19:00:00-05:00,2023-07-01T00:00:00+00:00,2023-06-30T20:00:00-05:00,2023-07-01T01:00:00+00:00,BBA,Settlement Location,51.725
2023-06-30T19:00:00-05:00,2023-07-01T00:00:00+00:00,2023-06-30T20:00:00-05:00,2023-07-01T01:00:00+00:00,BCA,Settlement Location,51.725
