operation_profile,state_of_charge,net_revenue,total_revenue,charging_cost,degradation_penalty
0.0,0.5,1197.9862,1197.9862,0.0,-0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,-0.0
-0.0,0.5,-0.0,-0.0,-0.0,-0.0
-0.0,0.5,-0.0,-0.0,-0.0,-0.0
-0.0,0.5,-0.0,-0.0,-0.0,-0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
-0.0,0.5,-0.0,-0.0,-0.0,0.0
